City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
vredendal,-31.67,18.5,45.59000000000002,77.0,4.0,3.39,ZA,08-18-2020
loandjili,-4.76,11.86,73.72400000000002,89.0,95.0,4.29,CG,08-18-2020
ambon,-3.7,128.18,84.2,74.0,40.0,3.6,ID,08-18-2020
rosetta,31.4,30.42,78.8,78.0,40.0,5.1,EG,08-18-2020
buchanan,5.88,-10.05,75.86600000000001,85.0,99.0,3.82,LR,08-18-2020
mehamn,71.04,27.85,47.62400000000001,78.0,99.0,7.34,NO,08-18-2020
koulikoro,14.0,-7.75,79.05200000000008,78.0,78.0,3.3,ML,08-18-2020
along,28.17,94.77,78.0260000000001,82.0,74.0,0.22,IN,08-18-2020
lasa,46.62,10.7,55.4,100.0,40.0,2.1,IT,08-18-2020
nelson bay,-32.72,152.15,60.008,62.0,75.0,4.1,AU,08-18-2020
richards bay,-28.78,32.04,64.79600000000005,70.0,12.0,6.67,ZA,08-18-2020
husavik,66.04,-17.34,46.4,100.0,68.0,1.5,IS,08-18-2020
arman,59.7,150.17,58.280000000000044,71.0,100.0,1.79,RU,08-18-2020
alice springs,-23.7,133.88,75.00200000000008,24.0,0.0,4.1,AU,08-18-2020
broken hill,-31.95,141.43,60.8,31.0,0.0,4.6,AU,08-18-2020
upata,8.01,-62.4,78.00800000000001,93.0,100.0,0.89,VE,08-18-2020
tambura,5.6,27.47,69.49400000000007,93.0,100.0,0.82,SS,08-18-2020
sorong,-0.88,131.25,81.96800000000009,80.0,100.0,6.22,ID,08-18-2020
grand island,40.92,-98.34,80.6,57.0,1.0,1.5,US,08-18-2020
qandala,11.47,49.87,89.34800000000003,48.0,81.0,4.02,SO,08-18-2020
katubao,5.89,124.83,85.04600000000005,63.0,62.0,2.25,PH,08-18-2020
honiara,-9.43,159.95,89.6,62.0,20.0,3.1,SB,08-18-2020
henderson,36.04,-114.98,111.2,8.0,1.0,1.74,US,08-18-2020
gushikawa,26.35,127.87,89.6,66.0,40.0,5.1,JP,08-18-2020
port blair,11.67,92.75,83.26400000000004,75.0,100.0,6.67,IN,08-18-2020
santa fe,-31.63,-60.7,59.0,45.0,0.0,2.62,AR,08-18-2020
araouane,18.9,-3.53,96.04400000000007,34.0,92.0,8.12,ML,08-18-2020
anito,12.45,125.29,87.15200000000007,65.0,28.0,2.84,PH,08-18-2020
taltal,-25.4,-70.48,51.58399999999999,74.0,20.0,1.7,CL,08-18-2020
bandarbeyla,9.49,50.81,75.72200000000004,71.0,94.0,13.55,SO,08-18-2020
samarai,-10.62,150.67,76.64000000000001,58.0,0.0,3.57,PG,08-18-2020
kieta,-6.22,155.63,83.516,74.0,10.0,0.68,PG,08-18-2020
sao filipe,14.9,-24.5,78.09800000000003,86.0,43.0,0.63,CV,08-18-2020
alofi,-19.06,-169.92,77.0,73.0,75.0,6.7,NU,08-18-2020
itoman,26.12,127.67,89.6,70.0,40.0,5.1,JP,08-18-2020
maragogi,-9.01,-35.22,73.23800000000004,84.0,25.0,4.65,BR,08-18-2020
saint-joseph,-21.37,55.62,64.4,63.0,34.0,3.6,RE,08-18-2020
kahului,20.89,-156.47,87.8,52.0,40.0,9.8,US,08-18-2020
mahibadhoo,3.78,72.97,82.99400000000007,66.0,27.0,0.8,MV,08-18-2020
tateyama,34.98,139.87,96.00800000000001,75.0,40.0,2.6,JP,08-18-2020
nanortalik,60.14,-45.24,48.038000000000046,72.0,100.0,0.8,GL,08-18-2020
sehithwa,-20.47,22.72,59.46800000000009,31.0,0.0,3.08,BW,08-18-2020
arica,-18.48,-70.3,57.97400000000001,77.0,99.0,1.39,CL,08-18-2020
halifax,44.65,-63.57,60.008,93.0,100.0,1.34,CA,08-18-2020
san carlos de bariloche,-41.15,-71.31,41.0,60.0,21.0,14.4,AR,08-18-2020
mazagao,-0.12,-51.29,84.2,79.0,20.0,5.7,BR,08-18-2020
guerande,47.33,-2.43,60.8,93.0,93.0,1.5,FR,08-18-2020
sinazongwe,-17.26,27.46,66.86600000000001,35.0,0.0,2.43,ZM,08-18-2020
diego de almagro,-26.37,-70.05,40.56800000000008,77.0,0.0,0.17,CL,08-18-2020
los llanos de aridane,28.66,-17.92,71.6,78.0,4.0,4.1,ES,08-18-2020
komsomolskiy,40.43,71.72,73.4,64.0,75.0,1.0,UZ,08-18-2020
nazareno,25.38,-103.42,84.2,45.0,75.0,6.67,MX,08-18-2020
kijang,35.24,129.21,89.6,62.0,20.0,2.1,KR,08-18-2020
channel-port aux basques,47.57,-59.14,61.088000000000044,73.0,4.0,3.29,CA,08-18-2020
kutum,14.2,24.67,68.88200000000002,84.0,100.0,7.65,SD,08-18-2020
beboto,8.27,16.94,70.30400000000006,94.0,100.0,1.32,TD,08-18-2020
naze,28.37,129.48,89.6,70.0,20.0,4.1,JP,08-18-2020
chifeng,42.27,118.96,70.39400000000008,64.0,100.0,1.8,CN,08-18-2020
gebze,40.8,29.43,64.4,82.0,0.0,2.1,TR,08-18-2020
qinzhou,21.95,108.62,78.87200000000004,90.0,100.0,1.27,CN,08-18-2020
northam,51.03,-4.22,60.008,95.0,73.0,3.13,GB,08-18-2020
terre haute,39.47,-87.41,75.2,69.0,1.0,1.5,US,08-18-2020
panjab,34.39,67.02,58.91000000000008,38.0,0.0,1.82,AF,08-18-2020
kruisfontein,-34.0,24.73,46.99400000000007,70.0,58.0,6.26,ZA,08-18-2020
ilulissat,69.22,-51.1,44.6,56.0,80.0,1.5,GL,08-18-2020
ust-tsilma,65.44,52.15,46.49000000000002,96.0,100.0,1.95,RU,08-18-2020
hobyo,5.35,48.53,75.38000000000004,71.0,12.0,9.29,SO,08-18-2020
boa vista,2.82,-60.67,80.6,83.0,20.0,0.5,BR,08-18-2020
zubtsov,56.18,34.59,48.74000000000002,87.0,15.0,1.75,RU,08-18-2020
tuatapere,-46.13,167.68,52.52000000000006,48.0,100.0,0.94,NZ,08-18-2020
tabat,-2.63,115.23,87.89000000000001,56.0,33.0,0.75,ID,08-18-2020
garachine,8.06,-78.36,79.358,84.0,100.0,2.36,PA,08-18-2020
yayva,59.33,57.26,53.99600000000005,100.0,100.0,1.96,RU,08-18-2020
kalat,29.02,66.59,74.46200000000006,60.0,0.0,1.49,PK,08-18-2020
poum,-20.23,164.02,70.05200000000008,74.0,92.0,8.37,NC,08-18-2020
abu zabad,12.35,29.25,72.96800000000009,88.0,86.0,3.36,SD,08-18-2020
palmas,-10.21,-48.36,80.6,47.0,45.0,3.6,BR,08-18-2020
clyde river,70.47,-68.59,55.4,76.0,90.0,8.2,CA,08-18-2020
conceicao do mato dentro,-19.04,-43.42,62.20400000000005,91.0,1.0,0.16,BR,08-18-2020
salalah,17.02,54.09,77.0,100.0,90.0,2.1,OM,08-18-2020
chillan,-36.61,-72.1,44.6,100.0,19.0,2.6,CL,08-18-2020
anadyr,64.75,177.48,57.2,50.0,0.0,6.0,RU,08-18-2020
moissac,44.1,1.09,66.00200000000008,88.0,53.0,1.0,FR,08-18-2020
olafsvik,64.89,-23.71,55.43600000000007,80.0,94.0,2.71,IS,08-18-2020
constitucion,-35.33,-72.42,47.31800000000008,84.0,1.0,4.56,CL,08-18-2020
la asuncion,11.03,-63.86,91.4,66.0,97.0,3.1,VE,08-18-2020
faya,18.39,42.45,69.8,55.0,59.0,2.62,SA,08-18-2020
port lincoln,-34.73,135.87,57.43399999999999,66.0,93.0,10.21,AU,08-18-2020
dingle,11.0,122.67,83.858,77.0,100.0,2.36,PH,08-18-2020
talnakh,69.49,88.4,62.6,55.0,0.0,3.0,RU,08-18-2020
kandrian,-6.22,149.55,82.292,65.0,1.0,6.4,PG,08-18-2020
gejiu,23.31,103.16,59.432000000000016,100.0,100.0,1.4,CN,08-18-2020
shihezi,44.3,86.03,86.91800000000009,18.0,48.0,2.46,CN,08-18-2020
kentau,43.52,68.51,65.71400000000003,41.0,97.0,2.34,KZ,08-18-2020
jalu,29.03,21.55,77.81000000000009,50.0,0.0,4.1,LY,08-18-2020
kaka,37.35,59.61,70.142,30.0,0.0,0.63,TM,08-18-2020
sur,22.57,59.53,88.10600000000002,57.0,63.0,3.04,OM,08-18-2020
canelones,-34.64,-56.29,50.0,57.0,0.0,3.1,UY,08-18-2020
belmonte,-15.86,-38.88,69.8,94.0,20.0,1.0,BR,08-18-2020
north shields,55.02,-1.45,59.0,93.0,90.0,0.5,GB,08-18-2020
qaqortoq,60.72,-46.03,57.2,54.0,89.0,1.0,GL,08-18-2020
catamarca,-28.47,-65.79,39.00200000000008,67.0,0.0,0.45,AR,08-18-2020
avera,33.19,-82.53,75.2,86.0,90.0,3.35,US,08-18-2020
kabo,7.7,18.63,71.25800000000001,96.0,95.0,1.01,CF,08-18-2020
iwaki,37.05,140.88,89.00600000000003,66.0,3.0,3.13,JP,08-18-2020
deloraine,-41.53,146.67,53.99600000000005,93.0,90.0,5.7,AU,08-18-2020
belaya,49.03,25.77,66.99199999999999,61.0,51.0,1.34,UA,08-18-2020
talcahuano,-36.72,-73.12,48.2,87.0,20.0,3.1,CL,08-18-2020
toamasina,-18.17,49.38,66.39800000000002,85.0,23.0,3.19,MG,08-18-2020
hondo,32.45,130.2,87.8,66.0,20.0,3.1,JP,08-18-2020
la rioja,42.25,-2.5,66.2,93.0,75.0,0.96,ES,08-18-2020
acari,-15.43,-74.62,59.108000000000004,68.0,39.0,0.83,PE,08-18-2020
kharovsk,59.96,40.19,46.67000000000006,75.0,99.0,2.24,RU,08-18-2020
ornes,66.87,13.71,50.0,81.0,75.0,1.5,NO,08-18-2020
chimbote,-9.09,-78.58,59.86400000000003,85.0,50.0,4.38,PE,08-18-2020
altay,47.87,88.12,73.65200000000007,23.0,0.0,0.73,CN,08-18-2020
khasan,42.43,130.64,79.10600000000002,73.0,100.0,1.45,RU,08-18-2020
kindu,-2.95,25.95,71.96000000000008,76.0,41.0,1.03,CD,08-18-2020
khandyga,62.67,135.6,54.842,53.0,100.0,0.73,RU,08-18-2020
vyskov,49.28,17.0,66.2,88.0,40.0,1.5,CZ,08-18-2020
tshikapa,-6.42,20.8,72.24800000000002,62.0,83.0,0.39,CD,08-18-2020
karratha,-20.74,116.85,71.49199999999999,22.0,0.0,4.55,AU,08-18-2020
aldan,58.6,125.39,49.51400000000003,70.0,99.0,2.33,RU,08-18-2020
guaraciaba do norte,-4.17,-40.75,69.13399999999999,59.0,36.0,1.38,BR,08-18-2020
coos bay,43.37,-124.22,78.00800000000001,82.0,75.0,4.6,US,08-18-2020
neiafu,-18.65,-173.98,77.0,88.0,75.0,6.2,TO,08-18-2020
ondjiva,-17.07,15.73,53.51000000000008,40.0,0.0,3.85,AO,08-18-2020
shelburne,44.08,-80.2,62.6,82.0,1.0,1.0,CA,08-18-2020
mogadishu,2.04,45.34,74.87600000000009,84.0,100.0,5.84,SO,08-18-2020
kachug,53.96,105.88,63.89600000000005,49.0,3.0,2.04,RU,08-18-2020
ust-barguzin,53.45,108.98,62.69000000000002,59.0,0.0,0.35,RU,08-18-2020
havoysund,71.0,24.66,46.4,87.0,75.0,15.4,NO,08-18-2020
wanaka,-44.7,169.15,51.27800000000006,46.0,97.0,2.27,NZ,08-18-2020
outjo,-20.12,16.15,40.71200000000006,61.0,0.0,2.48,NA,08-18-2020
lerwick,60.15,-1.15,57.2,93.0,47.0,7.2,GB,08-18-2020
pitimbu,-7.47,-34.81,73.4,88.0,20.0,3.1,BR,08-18-2020
mersing,2.43,103.84,78.8,94.0,20.0,2.6,MY,08-18-2020
deputatskiy,69.3,139.9,47.39000000000002,57.0,98.0,2.33,RU,08-18-2020
anloga,5.79,0.9,75.2,88.0,20.0,4.6,GH,08-18-2020
vozrozhdeniye,44.55,38.21,55.99400000000007,79.0,0.0,3.05,RU,08-18-2020
emerald,-23.53,148.17,82.00400000000005,20.0,0.0,4.1,AU,08-18-2020
thinadhoo,0.53,72.93,84.39800000000002,67.0,86.0,2.69,MV,08-18-2020
port hedland,-20.32,118.57,73.4,17.0,0.0,7.7,AU,08-18-2020
sept-iles,50.2,-66.38,62.99600000000005,93.0,40.0,2.6,CA,08-18-2020
cheveresu mare,45.67,21.49,64.4,88.0,58.0,3.6,RO,08-18-2020
helong,42.54,129.0,84.02000000000007,59.0,74.0,5.42,CN,08-18-2020
namatanai,-3.67,152.43,83.408,70.0,15.0,4.29,PG,08-18-2020
dunnville,42.9,-79.62,64.00400000000005,93.0,82.0,4.34,CA,08-18-2020
college,64.86,-147.8,71.6,35.0,20.0,2.6,US,08-18-2020
were ilu,10.6,39.43,51.74600000000005,90.0,87.0,0.63,ET,08-18-2020
padang,-0.95,100.35,80.43800000000005,67.0,89.0,1.12,ID,08-18-2020
lunino,53.59,45.23,51.998000000000026,57.0,0.0,1.99,RU,08-18-2020
trelew,-43.25,-65.31,53.6,30.0,40.0,6.2,AR,08-18-2020
notse,6.95,1.17,72.06800000000008,89.0,58.0,3.35,TG,08-18-2020
vaitape,-16.52,-151.75,79.44800000000002,72.0,11.0,5.34,PF,08-18-2020
maudaha,25.68,80.12,85.208,78.0,94.0,2.65,IN,08-18-2020
senden,48.32,10.04,60.998000000000026,87.0,99.0,3.1,DE,08-18-2020
ouadda,8.08,22.4,67.38800000000005,95.0,100.0,0.31,CF,08-18-2020
caruray,10.31,119.01,84.25400000000005,74.0,100.0,3.14,PH,08-18-2020
ferkessedougou,9.6,-5.2,72.77000000000007,93.0,85.0,1.41,CI,08-18-2020
kolokani,13.57,-8.03,77.558,81.0,85.0,2.68,ML,08-18-2020
hamilton,39.18,-84.53,75.99199999999999,73.0,40.0,1.83,US,08-18-2020
santa cruz de la palma,28.68,-17.76,71.6,78.0,13.0,4.1,ES,08-18-2020
kampong thum,12.71,104.89,84.23600000000008,78.0,68.0,0.9,KH,08-18-2020
bundaberg,-24.85,152.35,77.0,30.0,0.0,3.6,AU,08-18-2020
kupang,-10.17,123.58,86.0,45.0,20.0,4.6,ID,08-18-2020
jorpeland,59.02,6.04,68.0,93.0,20.0,2.56,NO,08-18-2020
bichura,50.59,107.6,62.168000000000085,60.0,2.0,1.14,RU,08-18-2020
mareeba,-17.0,145.43,80.00600000000003,45.0,28.0,0.89,AU,08-18-2020
tazovskiy,67.47,78.7,55.148000000000025,94.0,51.0,4.1,RU,08-18-2020
nishihara,26.18,127.76,89.6,70.0,75.0,4.6,JP,08-18-2020
minab,27.15,57.08,84.2,83.0,35.0,0.92,IR,08-18-2020
manta,-0.95,-80.73,71.6,83.0,90.0,4.6,EC,08-18-2020
barsovo,61.17,73.17,57.2,100.0,90.0,4.0,RU,08-18-2020
valparaiso,-33.04,-71.63,42.8,100.0,0.0,1.5,CL,08-18-2020
razole,16.48,81.83,79.75400000000005,85.0,99.0,4.23,IN,08-18-2020
massaguet,12.48,15.44,78.692,79.0,100.0,3.22,TD,08-18-2020
alzenau,50.08,9.07,64.00400000000005,92.0,100.0,1.52,DE,08-18-2020
dillingen,49.35,6.73,62.00600000000003,99.0,100.0,1.53,DE,08-18-2020
dromolaxia,34.88,33.59,75.2,78.0,20.0,1.0,CY,08-18-2020
san-pedro,4.75,-6.64,74.516,84.0,100.0,3.67,CI,08-18-2020
rovaniemi,66.5,25.72,44.6,75.0,26.0,1.5,FI,08-18-2020
acapulco,16.86,-99.89,73.4,100.0,90.0,3.6,MX,08-18-2020
tougan,13.07,-3.07,79.61000000000008,77.0,100.0,2.11,BF,08-18-2020
grand gaube,-20.01,57.66,68.0,84.0,0.0,0.89,MU,08-18-2020
birin,26.89,88.07,68.86400000000003,97.0,23.0,1.41,NP,08-18-2020
laguna,38.42,-121.42,95.0,36.0,1.0,6.2,US,08-18-2020
gewane,10.17,40.65,81.66200000000006,59.0,22.0,4.16,ET,08-18-2020
miles city,46.41,-105.84,91.4,17.0,1.0,2.6,US,08-18-2020
suez,29.97,32.53,72.75200000000008,85.0,0.0,2.91,EG,08-18-2020
lons-le-saunier,46.75,5.75,60.008,75.0,100.0,0.45,FR,08-18-2020
palora,-1.7,-77.93,66.05600000000003,95.0,59.0,1.45,EC,08-18-2020
secunda,-26.55,29.17,48.00200000000008,93.0,63.0,1.34,ZA,08-18-2020
balkanabat,39.51,54.37,73.72400000000002,40.0,15.0,0.79,TM,08-18-2020
fredonia,42.44,-79.33,66.99199999999999,88.0,40.0,2.1,US,08-18-2020
kachiry,53.07,76.1,65.10200000000007,55.0,100.0,3.35,KZ,08-18-2020
badulla,6.99,81.06,75.75800000000001,55.0,31.0,1.35,LK,08-18-2020
axim,4.87,-2.24,73.94000000000003,87.0,16.0,3.77,GH,08-18-2020
gao,16.64,1.64,86.81000000000009,49.0,29.0,5.04,ML,08-18-2020
waddan,29.16,16.14,79.03399999999999,32.0,0.0,1.76,LY,08-18-2020
sao gabriel da cachoeira,-0.13,-67.09,74.33600000000007,96.0,53.0,0.78,BR,08-18-2020
baicoi,45.03,25.85,62.6,72.0,0.0,3.1,RO,08-18-2020
cayenne,4.93,-52.33,78.8,88.0,30.0,2.1,GF,08-18-2020
secuieni,46.65,27.1,64.4,68.0,0.0,4.6,RO,08-18-2020
san quintin,30.48,-115.95,75.93800000000005,67.0,0.0,2.97,MX,08-18-2020
bowen,-20.02,148.23,78.99800000000002,41.0,0.0,4.6,AU,08-18-2020
birao,10.28,22.79,71.43800000000005,94.0,100.0,1.46,CF,08-18-2020
karema,-6.82,30.44,71.74400000000007,41.0,100.0,5.59,TZ,08-18-2020
santa marta,11.24,-74.2,80.40200000000007,83.0,100.0,4.34,CO,08-18-2020
parana,-31.73,-60.52,59.0,45.0,0.0,3.12,AR,08-18-2020
zhezkazgan,47.8,67.71,53.6,66.0,0.0,5.0,KZ,08-18-2020
linares,-35.85,-71.6,42.49400000000007,89.0,22.0,1.81,CL,08-18-2020
assiniboia,49.63,-105.98,83.642,23.0,90.0,3.71,CA,08-18-2020
malatya,38.5,38.0,60.8,48.0,0.0,3.1,TR,08-18-2020
ravar,31.27,56.81,74.80400000000006,35.0,53.0,2.05,IR,08-18-2020
kollo,13.3,2.34,77.0,100.0,40.0,3.1,NE,08-18-2020
sanchez,19.23,-69.61,79.32200000000003,89.0,27.0,2.58,DO,08-18-2020
coahuayana,18.73,-103.68,75.2,88.0,90.0,4.1,MX,08-18-2020
ankazoabo,-22.28,44.52,61.46600000000001,74.0,0.0,2.24,MG,08-18-2020
foundiougne,14.13,-16.47,80.90600000000003,79.0,100.0,4.8,SN,08-18-2020
rocha,-34.48,-54.33,43.84400000000007,85.0,0.0,3.12,UY,08-18-2020
myra,45.44,12.13,69.00800000000001,93.0,69.0,2.1,IT,08-18-2020
vanimo,-2.67,141.3,86.25200000000008,61.0,65.0,3.04,PG,08-18-2020
klyuchi,52.27,79.17,67.02800000000006,57.0,100.0,4.51,RU,08-18-2020
bangassou,4.74,22.82,70.52000000000007,96.0,100.0,0.68,CF,08-18-2020
atambua,-9.11,124.89,83.80400000000006,43.0,0.0,1.3,ID,08-18-2020
bella union,-30.28,-57.6,50.288000000000046,70.0,0.0,3.16,UY,08-18-2020
pochutla,15.74,-96.47,75.99199999999999,96.0,98.0,2.11,MX,08-18-2020
saint-georges,12.06,-61.75,80.6,88.0,75.0,2.6,GD,08-18-2020
usolye-sibirskoye,52.75,103.65,62.81600000000001,50.0,50.0,4.98,RU,08-18-2020
casino,-28.87,153.05,71.99600000000005,30.0,0.0,2.6,AU,08-18-2020
